0,715.7832852,396.7599272
1,714.7982445,396.3222605
2,714.2667923,396.2642153
3,712.9948278,396.3510239
4,712.1148795,396.3546013
5,711.1564957,396.3731112
6,710.2419247,396.5149939
7,708.8550073,396.5301351
8,708.0656793,396.800531
9,707.0916154,397.0173792
10,706.1436306,397.5014682
11,705.0194475,398.0953085
12,704.1950187,398.8799177
13,703.3088542,399.5497888
14,702.6344912,400.4694009
15,701.642729,401.5783725
16,700.8460551,402.4632424
17,700.0250368,403.5836255
18,699.1684024,404.1482752
19,698.4482303,405.3436833
20,697.7485767,406.0496908
21,697.0638906,407.2488533
22,696.783357,407.8803698
23,696.3656284,408.7707368
24,696.0854038,409.9989235
25,695.7022066,410.6411309
26,695.8761342,411.9960589
27,695.691211,412.4828652
28,695.6762667,413.6953623
29,695.8101271,414.7250045
30,695.8910238,415.8391411
31,696.1982507,416.5019949
32,696.2453358,417.451551
33,696.5890227,418.3406647
34,696.9041515,419.3570767
35,697.4875666,420.0552135
36,698.2046023,421.0723062
37,698.8082674,422.0840822
38,699.2588753,422.7267828
39,700.0831828,423.3416509
40,700.7817001,424.0816351
41,701.2956814,424.6568942
42,701.1960356,425.2203361
43,700.7302232,425.3249883
44,700.5466887,425.8381494
45,700.5560442,426.5745733
46,701.726145,427.2495147
47,701.2736366,428.1399198
48,701.0648293,428.2509286
49,700.6165867,429.4792677
50,699.7502877,430.541046
51,698.9185232,431.6693982
52,697.9553253,432.5339303
53,696.2826128,433.4524771
54,695.2673353,433.9884564
55,694.9681499,433.4397068
56,693.6682034,432.9389988
57,692.7756788,432.8352892
58,691.5857808,433.0144641
59,690.1749318,432.2527172
60,689.043194,431.996822
61,687.7757496,432.6948552
62,685.9790111,432.3143356
63,685.1723741,432.206963
64,683.6597267,432.0525308
65,682.2098396,432.1437134
66,680.9592576,432.4401827
67,679.8799481,433.1606945
68,679.7777256,432.9392985
69,680.8922149,432.0462386
70,681.2244694,431.5762419
71,681.5108533,431.843121
72,682.1410509,430.8325293
73,683.0878791,431.8866722
74,684.2436025,433.2354277
75,685.6435102,433.8972465
76,686.8963336,434.3533927
77,688.2336941,434.853062
78,689.379428,435.4070943
79,690.7411598,436.1955617
80,692.047823,436.4051108
81,692.9556259,436.9263675
82,693.8657738,437.0868189
83,694.6027948,437.0399357
84,695.3970083,437.0012025
85,696.0386453,436.8652362
86,695.7218013,437.3071571
87,696.7280524,437.1857567
88,697.1030428,437.0139874
89,697.1026247,436.2869396
90,697.316838,435.2507121
91,698.2356715,434.9822385
92,699.0490676,434.1185739
93,699.5328062,433.6677506
94,699.8484189,432.9710914
95,700.6827969,433.1332967
96,700.706342,433.0789821
97,700.8197574,433.9370063
98,700.7452025,434.1684255
99,700.063279,434.1846858
100,699.0438093,433.7451024
101,698.2680308,433.4520691
102,697.5948833,433.7406779
103,696.4435101,434.325258
104,695.609359,434.8853867
105,694.9368614,435.4002807
106,693.9736233,435.8740226
107,693.4667728,436.5986269
108,693.1178475,437.0220766
109,692.4611028,437.8428585
110,691.8005968,438.4931994
111,691.4455793,439.3678215
112,691.1397164,440.2592639
113,690.990822,441.0601148
114,690.695782,442.2009924
115,690.5344448,443.2325094
116,690.4640278,444.3460348
117,690.4165636,445.6056257
118,690.4452587,447.231141
119,690.6380855,448.4483662
120,690.7887792,449.5684886
121,690.6827398,450.4034803
122,690.4701766,451.305896
123,690.1246033,450.9774383
124,689.6622358,450.8560572
125,690.248119,450.919192
126,690.5618717,452.0285613
127,690.2425715,452.3045274
128,689.9292187,452.6820809
